editor_name,base_form,path_texture,pseudo_path,name_nif
WHIntWoodLogVertical01,00079046,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLogVertical01.nif,architecture/windhelm/interiorkits/wood/whintwoodlogvertical01.nif,whintwoodlogvertical01
WHIntWoodLogVerticalThin01,00079047,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLogVerticalThin01.nif,architecture/windhelm/interiorkits/wood/whintwoodlogverticalthin01.nif,whintwoodlogverticalthin01
WHIntWoodRoofCutback01,00079048,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofCutback01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofcutback01.nif,whintwoodroofcutback01
WHIntWoodRoofLeftWindow01,0007904D,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofLeftWindow01.nif,architecture/windhelm/interiorkits/wood/whintwoodroofleftwindow01.nif,whintwoodroofleftwindow01
WHIntWoodRoofCutback02,0007907E,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodRoofCutback02.nif,architecture/windhelm/interiorkits/wood/whintwoodroofcutback02.nif,whintwoodroofcutback02
WHIntWoodWallWoodDoor01,00079086,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodWallWoodDoor01.nif,architecture/windhelm/interiorkits/wood/whintwoodwallwooddoor01.nif,whintwoodwallwooddoor01
WHIntWoodSupportMid01,00079097,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodSupportMid01.nif,architecture/windhelm/interiorkits/wood/whintwoodsupportmid01.nif,whintwoodsupportmid01
WHIntWoodSupportRight01,00079098,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodSupportRight01.nif,architecture/windhelm/interiorkits/wood/whintwoodsupportright01.nif,whintwoodsupportright01
WHIntWoodSupportLeft01,00079099,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodSupportLeft01.nif,architecture/windhelm/interiorkits/wood/whintwoodsupportleft01.nif,whintwoodsupportleft01
WRDunIntWallfreeStr01,00079492,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeStr01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintwallfreestr01.nif,wrdunintwallfreestr01
WRDunIntWallfreeDoor01,00079493,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeDoor01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintwallfreedoor01.nif,wrdunintwallfreedoor01
WRDunIntStrDoor01,00079494,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStrDoor01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintstrdoor01.nif,wrdunintstrdoor01
WRDunIntCor128in,00079495,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCor128in.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintcor128in.nif,wrdunintcor128in
WRDunIntWallfreeEnd01,0007949A,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeEnd01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintwallfreeend01.nif,wrdunintwallfreeend01
WRDunIntArch768,000794B0,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintarch768.nif,wrdunintarch768
WRDunIntArch768Cap,000794B5,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768Cap.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintarch768cap.nif,wrdunintarch768cap
WRDunIntArchDoorwayTrans01,000794CB,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArchDoorwayTrans01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintarchdoorwaytrans01.nif,wrdunintarchdoorwaytrans01
WRDunIntArchWallStr01,000794D3,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArchWallStr01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintarchwallstr01.nif,wrdunintarchwallstr01
WRDunIntArch768WallDoor01,000794E6,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768WallDoor01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintarch768walldoor01.nif,wrdunintarch768walldoor01
WRDunIntCor32in,000794EE,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCor32in.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintcor32in.nif,wrdunintcor32in
WRDunIntCorIn01,000794EF,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCorIn01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintcorin01.nif,wrdunintcorin01
WRDunIntCeilingMudStr01,000794F6,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCeilingMudStr01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintceilingmudstr01.nif,wrdunintceilingmudstr01
WRJorrvaskrRugStr01,00079577,Architecture\WhiteRun\WRClutter\WRJorrvaskrRugStr01.nif,architecture/whiterun/wrclutter/wrjorrvaskrrugstr01.nif,wrjorrvaskrrugstr01
RockShelf01ReachGrass01,00079634,Landscape\Rocks\RockShelf01.nif,landscape/rocks/rockshelf01.nif,rockshelf01
BoneDeerSkullHornedStaticSnow,00079804,Clutter\Bones\DeerSkullHornsStatic.nif,clutter/bones/deerskullhornsstatic.nif,deerskullhornsstatic
MrkCastleLOD,00079F7F,Architecture\Markarth\MrkCastleLOD.nif,architecture/markarth/mrkcastlelod.nif,mrkcastlelod
MrkTempleLOD,00079F80,Architecture\Markarth\MrkTempleLOD.nif,architecture/markarth/mrktemplelod.nif,mrktemplelod
MrkCrag01LOD,00079F81,Architecture\Markarth\MrkCrag01LOD.nif,architecture/markarth/mrkcrag01lod.nif,mrkcrag01lod
MrkCityLandscapeLOD,00079F85,Architecture\Markarth\MrkCityLandscapeLOD.nif,architecture/markarth/mrkcitylandscapelod.nif,mrkcitylandscapelod
HHStepA,00079F87,Architecture\HighHrothgar\HHStepA.nif,architecture/highhrothgar/hhstepa.nif,hhstepa
HHStepB,00079F88,Architecture\HighHrothgar\HHStepB.nif,architecture/highhrothgar/hhstepb.nif,hhstepb
HHStepC,00079F89,Architecture\HighHrothgar\HHStepC.nif,architecture/highhrothgar/hhstepc.nif,hhstepc
HHStepD,00079F8A,Architecture\HighHrothgar\HHStepD.nif,architecture/highhrothgar/hhstepd.nif,hhstepd
HHStepD_HeavySN,00079F91,Architecture\HighHrothgar\HHStepD.nif,architecture/highhrothgar/hhstepd.nif,hhstepd
HHStepA_HeavySN,00079F92,Architecture\HighHrothgar\HHStepA.nif,architecture/highhrothgar/hhstepa.nif,hhstepa
HhSteps06Narrow,00079F93,Architecture\HighHrothgar\HhSteps06Narrow.nif,architecture/highhrothgar/hhsteps06narrow.nif,hhsteps06narrow
HHSteps05,00079F94,Architecture\HighHrothgar\HHSteps05.nif,architecture/highhrothgar/hhsteps05.nif,hhsteps05
HHSteps07Narrow,00079F95,Architecture\HighHrothgar\HHSteps07Narrow.nif,architecture/highhrothgar/hhsteps07narrow.nif,hhsteps07narrow
HhSteps06Narrow_HeavySN,00079F98,Architecture\HighHrothgar\HhSteps06Narrow.nif,architecture/highhrothgar/hhsteps06narrow.nif,hhsteps06narrow
HHStepC_HeavySN,00079F99,Architecture\HighHrothgar\HHStepC.nif,architecture/highhrothgar/hhstepc.nif,hhstepc
HHSteps17,00079F9A,Architecture\HighHrothgar\HHSteps17.nif,architecture/highhrothgar/hhsteps17.nif,hhsteps17
HHSteps13CurveL,00079F9B,Architecture\HighHrothgar\HHSteps13CurveL.nif,architecture/highhrothgar/hhsteps13curvel.nif,hhsteps13curvel
HHSteps17_HeavySN,00079F9D,Architecture\HighHrothgar\HHSteps17.nif,architecture/highhrothgar/hhsteps17.nif,hhsteps17
RockCliff01ReachDirt01,0007A083,Landscape\Rocks\RockCliff01.nif,landscape/rocks/rockcliff01.nif,rockcliff01
RockShelf01Snow01_LightSN,0007A085,Landscape\Rocks\RockShelf01.nif,landscape/rocks/rockshelf01.nif,rockshelf01
CrateSmall01,0007A603,Clutter\Common\CrateSmall01.nif,clutter/common/cratesmall01.nif,cratesmall01
CrateSmallLong01,0007A605,Clutter\Common\CrateSmallLong01.nif,clutter/common/cratesmalllong01.nif,cratesmalllong01
CrateSmall02,0007A609,Clutter\Common\CrateSmall02.nif,clutter/common/cratesmall02.nif,cratesmall02
CrateSmallLong02,0007A60B,Clutter\Common\CrateSmallLong02.nif,clutter/common/cratesmalllong02.nif,cratesmalllong02
CrateSmallLong03,0007A60D,Clutter\Common\CrateSmallLong03.nif,clutter/common/cratesmalllong03.nif,cratesmalllong03
CrateSmallLong04,0007A610,Clutter\Common\CrateSmallLong04.nif,clutter/common/cratesmalllong04.nif,cratesmalllong04
DBBrokenWagon,0007A612,Clutter\Quest\DBBrokenCart01.nif,clutter/quest/dbbrokencart01.nif,dbbrokencart01
CrateSmall03,0007A617,Clutter\Common\CrateSmall03.nif,clutter/common/cratesmall03.nif,cratesmall03
CrateSmall04,0007A619,Clutter\Common\CrateSmall04.nif,clutter/common/cratesmall04.nif,cratesmall04
CaveGHall1Way01ice,0007A838,Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif,dungeons/caves/green/smallhall/caveghall1way01.nif,caveghall1way01
CaveGHall1Way128Short01ice,0007A839,Dungeons\Caves\Green\SmallHall\CaveGHall1Way128Short01.nif,dungeons/caves/green/smallhall/caveghall1way128short01.nif,caveghall1way128short01
CaveGHall1Way64L01ice,0007A83A,Dungeons\Caves\Green\SmallHall\CaveGHall1Way64L01.nif,dungeons/caves/green/smallhall/caveghall1way64l01.nif,caveghall1way64l01
CaveGLHall1Way256Short01ice,0007A83B,Dungeons\Caves\Green\LargeHall\CaveGLHall1Way256Short01.nif,dungeons/caves/green/largehall/caveglhall1way256short01.nif,caveglhall1way256short01
CaveGLWallInCorner01ice,0007A83C,Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner01.nif,dungeons/caves/green/largewall/caveglwallincorner01.nif,caveglwallincorner01
CaveGLRoomCorner01ice,0007A83D,Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01.nif,dungeons/caves/green/largeroom/caveglroomcorner01.nif,caveglroomcorner01
CaveGRockM02ice,0007A83E,Dungeons\Caves\Green\Rocks\CaveGRockM02.nif,dungeons/caves/green/rocks/cavegrockm02.nif,cavegrockm02
CaveGDirtMound08ice,0007A83F,Dungeons\Caves\Green\DirtMound\CaveGDirtMound08.nif,dungeons/caves/green/dirtmound/cavegdirtmound08.nif,cavegdirtmound08
CaveGRockM01ice,0007A840,Dungeons\Caves\Green\Rocks\CaveGRockM01.nif,dungeons/caves/green/rocks/cavegrockm01.nif,cavegrockm01
CaveGLRoomWall02ice,0007A841,Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall02.nif,dungeons/caves/green/largeroom/caveglroomwall02.nif,caveglroomwall02
CaveGLRoomCorner02ice,0007A842,Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02.nif,dungeons/caves/green/largeroom/caveglroomcorner02.nif,caveglroomcorner02
CaveGDirtMound02ice,0007A843,Dungeons\Caves\Green\DirtMound\CaveGDirtMound02.nif,dungeons/caves/green/dirtmound/cavegdirtmound02.nif,cavegdirtmound02
CaveGLRoomMid01ice,0007A844,Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01.nif,dungeons/caves/green/largeroom/caveglroommid01.nif,caveglroommid01
CaveGLRoomWall03ice,0007A845,Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03.nif,dungeons/caves/green/largeroom/caveglroomwall03.nif,caveglroomwall03
CaveGLRoomWall03cice,0007A846,Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03c.nif,dungeons/caves/green/largeroom/caveglroomwall03c.nif,caveglroomwall03c
CaveGLRoomWall01ice,0007A847,Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01.nif,dungeons/caves/green/largeroom/caveglroomwall01.nif,caveglroomwall01
CaveGRockL01ice,0007A848,Dungeons\Caves\Green\Rocks\CaveGRockL01.nif,dungeons/caves/green/rocks/cavegrockl01.nif,cavegrockl01
CaveGHall1Way64U01ice,0007A849,Dungeons\Caves\Green\SmallHall\CaveGHall1Way64U01.nif,dungeons/caves/green/smallhall/caveghall1way64u01.nif,caveghall1way64u01
CaveGLRoomInCorner04ice,0007A84A,Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner04.nif,dungeons/caves/green/largeroom/caveglroomincorner04.nif,caveglroomincorner04
CaveGLRoomDoorLB03ice,0007A84B,Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB03.nif,dungeons/caves/green/largeroom/caveglroomdoorlb03.nif,caveglroomdoorlb03
CaveGPillar02ice,0007A84C,Dungeons\Caves\Green\Pillars\CaveGPillar02.nif,dungeons/caves/green/pillars/cavegpillar02.nif,cavegpillar02
CaveGRockL04ice,0007A84D,Dungeons\Caves\Green\Rocks\CaveGRockL04.nif,dungeons/caves/green/rocks/cavegrockl04.nif,cavegrockl04
CaveGDirtMound07ice,0007A84E,Dungeons\Caves\Green\DirtMound\CaveGDirtMound07.nif,dungeons/caves/green/dirtmound/cavegdirtmound07.nif,cavegdirtmound07
CaveGRockL05ice,0007A84F,Dungeons\Caves\Green\Rocks\CaveGRockL05.nif,dungeons/caves/green/rocks/cavegrockl05.nif,cavegrockl05
CaveGDirtMound01ice,0007A850,Dungeons\Caves\Green\DirtMound\CaveGDirtMound01.nif,dungeons/caves/green/dirtmound/cavegdirtmound01.nif,cavegdirtmound01
CaveGRockM04ice,0007A851,Dungeons\Caves\Green\Rocks\CaveGRockM04.nif,dungeons/caves/green/rocks/cavegrockm04.nif,cavegrockm04
CaveGPillar03ice,0007A852,Dungeons\Caves\Green\Pillars\CaveGPillar03.nif,dungeons/caves/green/pillars/cavegpillar03.nif,cavegpillar03
CaveGLRoomCorner03ice,0007A853,Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03.nif,dungeons/caves/green/largeroom/caveglroomcorner03.nif,caveglroomcorner03
CaveGPillar01ice,0007A854,Dungeons\Caves\Green\Pillars\CaveGPillar01.nif,dungeons/caves/green/pillars/cavegpillar01.nif,cavegpillar01
CaveGLHall1Way128D01ice,0007A855,Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128D01.nif,dungeons/caves/green/largehall/caveglhall1way128d01.nif,caveglhall1way128d01
CaveGLHall2Way01ice,0007A856,Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01.nif,dungeons/caves/green/largehall/caveglhall2way01.nif,caveglhall2way01
CaveGLPillar04ice,0007A857,Dungeons\Caves\Green\Pillars\CaveGLPillar04.nif,dungeons/caves/green/pillars/caveglpillar04.nif,caveglpillar04
CaveGLWallDoorL01ice,0007A858,Dungeons\Caves\Green\LargeWall\CaveGLWallDoorL01.nif,dungeons/caves/green/largewall/caveglwalldoorl01.nif,caveglwalldoorl01
CaveGCliffsIsland01NSice,0007A859,Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS.nif,dungeons/caves/green/cliffs/cavegcliffsisland01ns.nif,cavegcliffsisland01ns
CaveGEPillar01ice,0007A85A,Dungeons\Caves\Green\Pillars\CaveGEPillar01.nif,dungeons/caves/green/pillars/cavegepillar01.nif,cavegepillar01
CaveGDirtMound04ice,0007A85B,Dungeons\Caves\Green\DirtMound\CaveGDirtMound04.nif,dungeons/caves/green/dirtmound/cavegdirtmound04.nif,cavegdirtmound04
CaveGLRoomInCorner01ice,0007A85C,Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner01.nif,dungeons/caves/green/largeroom/caveglroomincorner01.nif,caveglroomincorner01
CaveGLRoomInCorner02ice,0007A85D,Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner02.nif,dungeons/caves/green/largeroom/caveglroomincorner02.nif,caveglroomincorner02
CaveGLRoomInCorner03ice,0007A85E,Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner03.nif,dungeons/caves/green/largeroom/caveglroomincorner03.nif,caveglroomincorner03
CaveGLRoomCorner04ice,0007A85F,Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner04.nif,dungeons/caves/green/largeroom/caveglroomcorner04.nif,caveglroomcorner04
CaveGRockM03ice,0007A860,Dungeons\Caves\Green\Rocks\CaveGRockM03.nif,dungeons/caves/green/rocks/cavegrockm03.nif,cavegrockm03
CaveGRockS01ice,0007A861,Dungeons\Caves\Green\Rocks\CaveGRockS01.nif,dungeons/caves/green/rocks/cavegrocks01.nif,cavegrocks01
CaveGECorner02ice,0007A862,Dungeons\Caves\Green\Epic\CaveGECorner02.nif,dungeons/caves/green/epic/cavegecorner02.nif,cavegecorner02
CaveGLHall2Way02ice,0007A863,Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02.nif,dungeons/caves/green/largehall/caveglhall2way02.nif,caveglhall2way02
CaveGLWallDoor01ice,0007A864,Dungeons\Caves\Green\LargeWall\CaveGLWallDoor01.nif,dungeons/caves/green/largewall/caveglwalldoor01.nif,caveglwalldoor01
CaveGHallDeadEnd02ice,0007A865,Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd02.nif,dungeons/caves/green/smallhall/caveghalldeadend02.nif,caveghalldeadend02
CaveGLRoomWall04ice,0007A866,Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04.nif,dungeons/caves/green/largeroom/caveglroomwall04.nif,caveglroomwall04
CaveGLHallDeadEnd02ice,0007A867,Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02.nif,dungeons/caves/green/largehall/caveglhalldeadend02.nif,caveglhalldeadend02
CaveGCliffs02ice,0007A868,Dungeons\Caves\Green\Cliffs\CaveGCliffs02.nif,dungeons/caves/green/cliffs/cavegcliffs02.nif,cavegcliffs02
CaveGEWall03cice,0007A869,Dungeons\Caves\Green\Epic\CaveGEWall03c.nif,dungeons/caves/green/epic/cavegewall03c.nif,cavegewall03c
CaveGCliffsCornerOut01ice,0007A86A,Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01.nif,dungeons/caves/green/cliffs/cavegcliffscornerout01.nif,cavegcliffscornerout01
CaveGEWall03Holeice,0007A86B,Dungeons\Caves\Green\Epic\CaveGEWall03Hole.nif,dungeons/caves/green/epic/cavegewall03hole.nif,cavegewall03hole
CaveGDirtMound03ice,0007A86C,Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.nif,dungeons/caves/green/dirtmound/cavegdirtmound03.nif,cavegdirtmound03
CaveGLWallCorner01ice,0007A86D,Dungeons\Caves\Green\LargeWall\CaveGLWallCorner01.nif,dungeons/caves/green/largewall/caveglwallcorner01.nif,caveglwallcorner01
CaveGEWall03ice,0007A86E,Dungeons\Caves\Green\Epic\CaveGEWall03.nif,dungeons/caves/green/epic/cavegewall03.nif,cavegewall03
CaveGECeiling01ice,0007A86F,Dungeons\Caves\Green\EpicWall\CaveGECeiling01.nif,dungeons/caves/green/epicwall/cavegeceiling01.nif,cavegeceiling01
CaveGEDoor01Holeice,0007A870,Dungeons\Caves\Green\Epic\CaveGEDoor01Hole.nif,dungeons/caves/green/epic/cavegedoor01hole.nif,cavegedoor01hole
CaveGLEWallStraight02ice,0007A871,Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight02.nif,dungeons/caves/green/largewall/caveglewallstraight02.nif,caveglewallstraight02
CaveGLWallDoorLB01ice,0007A872,Dungeons\Caves\Green\LargeWall\CaveGLWallDoorLB01.nif,dungeons/caves/green/largewall/caveglwalldoorlb01.nif,caveglwalldoorlb01
CaveGLEWallStraight01ice,0007A873,Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight01.nif,dungeons/caves/green/largewall/caveglewallstraight01.nif,caveglewallstraight01
CaveGLWallDoorB01ice,0007A874,Dungeons\Caves\Green\LargeWall\CaveGLWallDoorB01.nif,dungeons/caves/green/largewall/caveglwalldoorb01.nif,caveglwalldoorb01
CaveGRoomCorner01ice,0007A875,Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner01.nif,dungeons/caves/green/smallroom/cavegroomcorner01.nif,cavegroomcorner01
CaveGRoomDoor04ice,0007A876,Dungeons\Caves\Green\SmallRoom\CaveGRoomDoor04.nif,dungeons/caves/green/smallroom/cavegroomdoor04.nif,cavegroomdoor04
CaveGRoomCorner02ice,0007A877,Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner02.nif,dungeons/caves/green/smallroom/cavegroomcorner02.nif,cavegroomcorner02
CaveGRoomWall03ice,0007A878,Dungeons\Caves\Green\SmallRoom\CaveGRoomWall03.nif,dungeons/caves/green/smallroom/cavegroomwall03.nif,cavegroomwall03
CaveGRockL03ice,0007A879,Dungeons\Caves\Green\Rocks\CaveGRockL03.nif,dungeons/caves/green/rocks/cavegrockl03.nif,cavegrockl03
CaveGDirtMound05ice,0007A87A,Dungeons\Caves\Green\DirtMound\CaveGDirtMound05.nif,dungeons/caves/green/dirtmound/cavegdirtmound05.nif,cavegdirtmound05
CaveGRockS03ice,0007A87B,Dungeons\Caves\Green\Rocks\CaveGRockS03.nif,dungeons/caves/green/rocks/cavegrocks03.nif,cavegrocks03
CaveGRockS02ice,0007A87C,Dungeons\Caves\Green\Rocks\CaveGRockS02.nif,dungeons/caves/green/rocks/cavegrocks02.nif,cavegrocks02
1stPersonNightingaleBlade,0007A918,Weapons\Nightingale\1stPersonNightingaleSword.nif,weapons/nightingale/1stpersonnightingalesword.nif,1stpersonnightingalesword
1stPersonScimitar,0007A919,Weapons\Scimitar\1stPersonScimitar.nif,weapons/scimitar/1stpersonscimitar.nif,1stpersonscimitar
1stPersonStaff02,0007A91C,Weapons\Staff02\1stPersonStaff02.nif,weapons/staff02/1stpersonstaff02.nif,1stpersonstaff02
1stPersonStaff01,0007A91D,Weapons\Staff01\1stPersonStaff01.nif,weapons/staff01/1stpersonstaff01.nif,1stpersonstaff01
MountainTrim02ReachMossyRocks01,0007AAD3,Landscape\Mountains\MountainTrim02.nif,landscape/mountains/mountaintrim02.nif,mountaintrim02
RockCliff05ReachGrass01,0007AAD9,Landscape\Rocks\RockCliff05.nif,landscape/rocks/rockcliff05.nif,rockcliff05
ShipwreckLarge01NoLOD,0007AC6B,Dungeons\Ship\ShipwreckLarge01.nif,dungeons/ship/shipwrecklarge01.nif,shipwrecklarge01
SBridge01,0007ADF2,Architecture\Solitude\SBridge01.nif,architecture/solitude/sbridge01.nif,sbridge01
CaveGBoulderL02Falmer,0007AFA2,Dungeons\Caves\Green\Rocks\CaveGBoulderL02.nif,dungeons/caves/green/rocks/cavegboulderl02.nif,cavegboulderl02
CaveGLHallDoor02Ice2,0007B939,Dungeons\Caves\Green\LargeHall\CaveGLHallDoor02.nif,dungeons/caves/green/largehall/caveglhalldoor02.nif,caveglhalldoor02
CaveGLHallEntrance01Ice2,0007B93A,Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance01.nif,dungeons/caves/green/largehall/caveglhallentrance01.nif,caveglhallentrance01
CaveGFloor01ice,0007B94E,Dungeons\Caves\Green\LargeWall\CaveGFloor01.nif,dungeons/caves/green/largewall/cavegfloor01.nif,cavegfloor01
WRSkyForgeCaveFreeFlowRock01,0007B9CE,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\WRSkyForgeCaveFreeFlowRock01.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/wrskyforgecavefreeflowrock01.nif,wrskyforgecavefreeflowrock01
CaveGRoomCorner02UF,0007B9EF,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\CaveGRoomCorner02UF.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/cavegroomcorner02uf.nif,cavegroomcorner02uf
CaveGRoomDoor04UF,0007B9F0,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\CaveGRoomDoor04UF.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/cavegroomdoor04uf.nif,cavegroomdoor04uf
CaveGRoomWall03UF,0007B9F1,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\CaveGRoomWall03UF.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/cavegroomwall03uf.nif,cavegroomwall03uf
CaveGRoomCorner01UF,0007B9F2,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\CaveGRoomCorner01UF.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/cavegroomcorner01uf.nif,cavegroomcorner01uf
CaveGRoomWall01UF,0007B9F3,Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderForge\CaveGRoomWall01UF.nif,architecture/whiterun/wrinteriors/wrskyforgeunderforge/cavegroomwall01uf.nif,cavegroomwall01uf
